id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,KODE_KD,kemendagri_nama_desa_kelurahan,jumlah_individu,satuan,tahun
224,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210001,SUKAMAJU,32.73.14,CIBEUNYING KIDUL,32.73.14.1004,SUKAMAJU,3960,ORANG,2022
225,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210006,SUKAPADA,32.73.14,CIBEUNYING KIDUL,32.73.14.1005,SUKAPADA,6993,ORANG,2022
226,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110004,CIPADUNG,32.73.25,CIBIRU,32.73.25.1002,CIPADUNG,8904,ORANG,2022
227,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110006,CISURUPAN,32.73.25,CIBIRU,32.73.25.1004,CISURUPAN,7418,ORANG,2022
228,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110005,PALASARI,32.73.25,CIBIRU,32.73.25.1001,PALASARI,6649,ORANG,2022
229,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110003,PASIR BIRU,32.73.25,CIBIRU,32.73.25.1003,PASIR BIRU,5811,ORANG,2022
230,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,3273190001,ARJUNA,32.73.06,CICENDO,32.73.06.1002,ARJUNA,3695,ORANG,2022
231,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,3273190005,HUSEN SASTRANEGARA,32.73.06,CICENDO,32.73.06.1001,HUSEN SASTRANEGARA,7459,ORANG,2022
232,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,3273190004,PAJAJARAN,32.73.06,CICENDO,32.73.06.1003,PAJAJARAN,11237,ORANG,2022
233,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,3273190003,PAMOYANAN,32.73.06,CICENDO,32.73.06.1005,PAMOYANAN,1803,ORANG,2022
234,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,3273190002,PASIRKALIKI,32.73.06,CICENDO,32.73.06.1004,PASIR KALIKI,2854,ORANG,2022
235,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,3273190006,SUKARAJA,32.73.06,CICENDO,32.73.06.1006,SUKARAJA,5244,ORANG,2022
236,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260002,CIUMBULEUIT,32.73.08,CIDADAP,32.73.08.1002,CIUMBULEUIT,7720,ORANG,2022
237,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260001,HEGARMANAH,32.73.08,CIDADAP,32.73.08.1001,HEGARMANAH,6335,ORANG,2022
238,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260003,LEDENG,32.73.08,CIDADAP,32.73.08.1003,LEDENG,3099,ORANG,2022
239,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121002,BABAKAN PENGHULU,32.73.29,CINAMBO,32.73.29.1004,BABAKAN PENGHULU,2531,ORANG,2022
240,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121001,CISARANTEN WETAN,32.73.29,CINAMBO,32.73.29.1001,CISARANTEN WETAN,2958,ORANG,2022
241,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121003,PAKEMITAN,32.73.29,CINAMBO,32.73.29.1002,PAKEMITAN,1633,ORANG,2022
242,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121004,SUKAMULYA,32.73.29,CINAMBO,32.73.29.1003,SUKAMULYA,2305,ORANG,2022
243,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230001,CIPAGANTI,32.73.02,COBLONG,32.73.02.1001,CIPAGANTI,4883,ORANG,2022
244,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,DAGO,32.73.02,COBLONG,32.73.02.1004,DAGO,13647,ORANG,2022
245,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230003,LEBAK GEDE,32.73.02,COBLONG,32.73.02.1002,LEBAKGEDE,2818,ORANG,2022
246,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,LEBAK SILIWANGI,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,1646,ORANG,2022
247,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230004,SADANG SERANG,32.73.02,COBLONG,32.73.02.1003,SADANGSERANG,9907,ORANG,2022
248,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230005,SEKELOA,32.73.02,COBLONG,32.73.02.1005,SEKELOA,7086,ORANG,2022
249,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101004,CIMINCRANG,32.73.27,GEDEBAGE,32.73.27.1001,CIMENERANG,1831,ORANG,2022
250,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,CISARANTEN KIDUL,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,5237,ORANG,2022
251,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101001,RANCABOLANG,32.73.27,GEDEBAGE,32.73.27.1003,RANCABOLANG,2493,ORANG,2022
252,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101002,RANCANUMPANG,32.73.27,GEDEBAGE,32.73.27.1004,RANCANUMPANG,1410,ORANG,2022
253,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,3273150004,BABAKAN SARI,32.73.16,KIARACONDONG,32.73.16.1005,BABAKANSARI,14763,ORANG,2022
254,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,3273150005,BABAKAN SURABAYA,32.73.16,KIARACONDONG,32.73.16.1003,BABAKAN SURABAYA,9558,ORANG,2022
255,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,3273150006,CICAHEUM,32.73.16,KIARACONDONG,32.73.16.1004,CICAHEUM,7721,ORANG,2022
256,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,3273150003,KEBON JAYANTI,32.73.16,KIARACONDONG,32.73.16.1002,KEBON JAYANTI,5958,ORANG,2022
257,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,3273150001,KEBON KANGKUNG,32.73.16,KIARACONDONG,32.73.16.1006,KEBON KANGKUNG,5086,ORANG,2022
258,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,3273150002,SUKAPURA,32.73.16,KIARACONDONG,32.73.16.1001,SUKAPURA,12713,ORANG,2022
259,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070005,BURANGRANG,32.73.13,LENGKONG,32.73.13.1003,BURANGRANG,3438,ORANG,2022
260,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070001,CIJAGRA,32.73.13,LENGKONG,32.73.13.1001,CIJAGRA,2207,ORANG,2022
261,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070006,CIKAWAO,32.73.13,LENGKONG,32.73.13.1007,CIKAWAO,4410,ORANG,2022
262,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070003,LINGKAR SELATAN,32.73.13,LENGKONG,32.73.13.1002,LINGKAR SELATAN,1452,ORANG,2022
263,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070004,MALABAR,32.73.13,LENGKONG,32.73.13.1006,MALABAR,2457,ORANG,2022
264,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070007,PALEDANG,32.73.13,LENGKONG,32.73.13.1004,PALEDANG,2636,ORANG,2022
265,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070002,TURANGGA,32.73.13,LENGKONG,32.73.13.1005,TURANGGA,1760,ORANG,2022
266,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,3273142001,JATIHANDAP,32.73.30,MANDALAJATI,32.73.30.1001,JATIHANDAP,10766,ORANG,2022
267,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,3273142002,KARANG PAMULANG,32.73.30,MANDALAJATI,32.73.30.1002,KARANG PAMULANG,6527,ORANG,2022
268,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,3273142004,PASIR IMPUN,32.73.30,MANDALAJATI,32.73.30.1003,PASIR IMPUN,6054,ORANG,2022
269,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,3273142003,SINDANG JAYA,32.73.30,MANDALAJATI,32.73.30.1004,SINDANG JAYA,5553,ORANG,2022
270,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111002,CIPADUNG KIDUL,32.73.28,PANYILEUKAN,32.73.28.1002,CIPADUNG KIDUL,2009,ORANG,2022
271,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111004,CIPADUNG KULON,32.73.28,PANYILEUKAN,32.73.28.1001,CIPADUNG KULON,4993,ORANG,2022
272,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111003,CIPADUNG WETAN,32.73.28,PANYILEUKAN,32.73.28.1003,CIPADUNG WETAN,2270,ORANG,2022
273,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111001,MEKAR MULYA,32.73.28,PANYILEUKAN,32.73.28.1004,MEKAR MULYA,1290,ORANG,2022
274,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100002,CIPAMOKOLAN,32.73.23,RANCASARI,32.73.23.1001,CIPAMOKOLAN,4540,ORANG,2022
275,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100001,DERWATI,32.73.23,RANCASARI,32.73.23.1002,DERWATI,7327,ORANG,2022
276,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100005,MANJAHLEGA,32.73.23,RANCASARI,32.73.23.1003,MANJAHLEGA,3832,ORANG,2022
277,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100006,MEKARJAYA,32.73.23,RANCASARI,32.73.23.1004,MEKARMULYA,4183,ORANG,2022
278,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060003,ANCOL,32.73.11,REGOL,32.73.11.1002,ANCOL,2799,ORANG,2022
279,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060007,BALONG GEDE,32.73.11,REGOL,32.73.11.1004,BALONGGEDE,1909,ORANG,2022
280,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060005,CIATEUL,32.73.11,REGOL,32.73.11.1006,CIATEUL,1596,ORANG,2022
281,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060004,CIGERELENG,32.73.11,REGOL,32.73.11.1001,CIGERELENG,2481,ORANG,2022
282,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060001,CISEUREUH,32.73.11,REGOL,32.73.11.1005,CISEUREUH,5695,ORANG,2022
283,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060002,PASIRLUYU,32.73.11,REGOL,32.73.11.1007,PASIRLUYU,6613,ORANG,2022
284,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060006,PUNGKUR,32.73.11,REGOL,32.73.11.1003,PUNGKUR,2206,ORANG,2022
285,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240004,CIPEDES,32.73.07,SUKAJADI,32.73.07.1002,CIPEDES,13111,ORANG,2022
286,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240005,PASTEUR,32.73.07,SUKAJADI,32.73.07.1001,PASTEUR,6097,ORANG,2022
287,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240003,SUKABUNGAH,32.73.07,SUKAJADI,32.73.07.1005,SUKABUNGAH,9922,ORANG,2022
288,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240002,SUKAGALIH,32.73.07,SUKAJADI,32.73.07.1004,SUKAGALIH,8283,ORANG,2022
289,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240001,SUKAWARNA,32.73.07,SUKAJADI,32.73.07.1003,SUKAWARNA,4341,ORANG,2022
290,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,3273250003,GEGERKALONG,32.73.01,SUKASARI,32.73.01.1002,GEGERKALONG,5664,ORANG,2022
291,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,3273250004,ISOLA,32.73.01,SUKASARI,32.73.01.1003,ISOLA,3840,ORANG,2022
292,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,3273250001,SARIJADI,32.73.01,SUKASARI,32.73.01.1004,SARIJADI,5723,ORANG,2022
293,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,3273250002,SUKARASA,32.73.01,SUKASARI,32.73.01.1001,SUKARASA,4523,ORANG,2022
294,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,3273170004,BABAKAN CIAMIS,32.73.19,SUMUR BANDUNG,32.73.19.1004,BABAKAN CIAMIS,2236,ORANG,2022
295,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,3273170001,BRAGA,32.73.19,SUMUR BANDUNG,32.73.19.1001,BRAGA,1689,ORANG,2022
296,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,3273170002,KEBON PISANG,32.73.19,SUMUR BANDUNG,32.73.19.1003,KEBON PISANG,3298,ORANG,2022
297,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,3273170003,MERDEKA,32.73.19,SUMUR BANDUNG,32.73.19.1002,MERDEKA,900,ORANG,2022
298,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120006,CIGENDING,32.73.26,UJUNGBERUNG,32.73.26.1004,CIGENDING,6484,ORANG,2022
299,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120003,PASANGGRAHAN,32.73.26,UJUNGBERUNG,32.73.26.1007,PASANGGRAHAN,7532,ORANG,2022
300,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120007,PASIR ENDAH,32.73.26,UJUNGBERUNG,32.73.26.1003,PASIR ENDAH,5168,ORANG,2022
301,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120004,PASIRJATI,32.73.26,UJUNGBERUNG,32.73.26.1006,PASIRJATI,7163,ORANG,2022
302,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120005,PASIR WANGI,32.73.26,UJUNGBERUNG,32.73.26.1005,PASIRWANGI,8197,ORANG,2022
303,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180001,CAMPAKA,32.73.05,ANDIR,32.73.05.1006,CAMPAKA,7191,ORANG,2023
304,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180005,CIROYOM,32.73.05,ANDIR,32.73.05.1003,CIROYOM,10123,ORANG,2023
305,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180004,DUNGUS CARIANG,32.73.05,ANDIR,32.73.05.1002,DUNGUS CARIANG,8962,ORANG,2023
306,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180003,GARUDA,32.73.05,ANDIR,32.73.05.1005,GARUDA,4883,ORANG,2023
307,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180006,KEBON JERUK,32.73.05,ANDIR,32.73.05.1004,KEBON JERUK,3744,ORANG,2023
308,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180002,MALEBER,32.73.05,ANDIR,32.73.05.1001,MALEBER,8295,ORANG,2023
309,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,3273141001,ANTAPANI KIDUL,32.73.20,ANTAPANI,32.73.20.1005,ANTAPANI KIDUL,4202,ORANG,2023
310,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,3273141004,ANTAPANI KULON,32.73.20,ANTAPANI,32.73.20.1001,ANTAPANI KULON,2942,ORANG,2023
311,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,3273141002,ANTAPANI TENGAH,32.73.20,ANTAPANI,32.73.20.1004,ANTAPANI TENGAH,5424,ORANG,2023
312,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,3273141003,ANTAPANI WETAN,32.73.20,ANTAPANI,32.73.20.1006,ANTAPANI WETAN,5507,ORANG,2023
313,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130002,CISARANTEN BINA HARAPAN,32.73.24,ARCAMANIK,32.73.24.1002,CISARANTEN BINA HARAPAN,5750,ORANG,2023
314,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130005,CISARANTEN ENDAH,32.73.24,ARCAMANIK,32.73.24.1004,CISARANTEN ENDAH,6524,ORANG,2023
315,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130001,CISARANTEN KULON,32.73.24,ARCAMANIK,32.73.24.1003,CISARANTEN KULON,6862,ORANG,2023
316,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130003,SUKAMISKIN,32.73.24,ARCAMANIK,32.73.24.1001,SUKAMISKIN,5048,ORANG,2023
317,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050005,CIBADAK,32.73.10,ASTANA ANYAR,32.73.10.1005,CIBADAK,4846,ORANG,2023
318,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050006,KARANG ANYAR,32.73.10,ASTANA ANYAR,32.73.10.1003,KARANGANYAR,1387,ORANG,2023
319,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050001,KARASAK,32.73.10,ASTANA ANYAR,32.73.10.1001,KARASAK,4919,ORANG,2023
320,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050003,NYENGSERET,32.73.10,ASTANA ANYAR,32.73.10.1002,NYENGSERET,5513,ORANG,2023
321,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050004,PANJUNAN,32.73.10,ASTANA ANYAR,32.73.10.1004,PANJUNAN,3234,ORANG,2023
322,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050002,PELINDUNG HEWAN,32.73.10,ASTANA ANYAR,32.73.10.1006,PELINDUNG HEWAN,5155,ORANG,2023
323,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020005,BABAKAN,32.73.03,BABAKAN CIPARAY,32.73.03.1002,BABAKAN,15385,ORANG,2023
324,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020004,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1001,BABAKAN CIPARAY,13331,ORANG,2023
325,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,CIRANGRANG,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,5371,ORANG,2023
326,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020003,MARGAHAYU UTARA,32.73.03,BABAKAN CIPARAY,32.73.03.1004,MARGAHAYU UTARA,8027,ORANG,2023
327,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020001,MARGASUKA,32.73.03,BABAKAN CIPARAY,32.73.03.1005,MARGASUKA,5937,ORANG,2023
328,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020006,SUKAHAJI,32.73.03,BABAKAN CIPARAY,32.73.03.1003,SUKAHAJI,15881,ORANG,2023
329,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080003,BATUNUNGGAL,32.73.21,BANDUNG KIDUL,32.73.21.1001,BATUNUNGGAL,5891,ORANG,2023
330,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080004,KUJANGSARI,32.73.21,BANDUNG KIDUL,32.73.21.1004,KUJANGSARI,8383,ORANG,2023
331,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080002,MENGGER,32.73.21,BANDUNG KIDUL,32.73.21.1003,MENGGER,2951,ORANG,2023
332,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080001,WATES,32.73.21,BANDUNG KIDUL,32.73.21.1002,WATES,3564,ORANG,2023
333,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010005,CARINGIN,32.73.15,BANDUNG KULON,32.73.15.1004,CARINGIN,10422,ORANG,2023
334,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010007,CIBUNTU,32.73.15,BANDUNG KULON,32.73.15.1002,CIBUNTU,7145,ORANG,2023
335,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010002,CIGONDEWAH KALER,32.73.15,BANDUNG KULON,32.73.15.1005,CIGONDEWAH KALER,9404,ORANG,2023
336,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010003,CIGONDEWAH KIDUL,32.73.15,BANDUNG KULON,32.73.15.1008,CIGONDEWAH KIDUL,3144,ORANG,2023
337,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010004,CIGONDEWAH RAHAYU,32.73.15,BANDUNG KULON,32.73.15.1007,CIGONDEWAH RAHAYU,3733,ORANG,2023
338,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010008,CIJERAH,32.73.15,BANDUNG KULON,32.73.15.1001,CIJERAH,10422,ORANG,2023
